,0304000123
桂格活靈芝滋補液60ml*6入/盒/3,0206070016
立國 優步速 30粒/box CAP,0202030221
舒妃7萃受損修補菁華150ml★,0400030109
金加倍葡萄糖胺120粒,0202030222
日華護膝L★,0305210010
金蔘人蔘精華液120ML*6入(禮盒,0206070117
-日本味王-水姬精保濕飲/6入/盒(,0206070115
桂格完膳營養素(香草)/24B,0200190081
創意迷宮(1)K01★,0310010046
【DC】停-彩色人生-健甘配方800,0200190083
桂格完膳營養素液(糖尿病)/24B,0200190082
660開口交叉護肘,0305220036
-亞培兒童恩美力HQP優質.7kg/6B,0200030155
天然木酢大師洗碗精-檸檬多酚100,0308010041
舒妃毛鱗片護髮葉綠素140ml,0400030105
Janumet 50/500 Mg Film-Coated,B025043100
合心康乳木果油三帖植物軟膠囊60,0202030229
好益通醇 60顆★,0203040130
Aromase髮絲油切蓬鬆噴霧100ml,0400030103
藍寶洗衣槽清潔劑,0308010059
勇健好活力液100ml/5+1B(03.13),0206070108
有機添加歐露兒櫻花柔護髮油120m,0400030119
桂格無糖養氣人蔘液60ml*6入/盒/,0206070104
九益纖膠囊,0203040129
益樂暢,0203040128
高壓力護肘M★,0305220022
舒妃7萃護色修補菁華150ml★,0400030110
高壓力護肘L★,0305220023
飛機扭扭車/2B CA-06B(藍),0205140329
長壽梅丸1斤/3B,0202150046
展開式透氣護肘★,0305220025
炫麗紅護肘S★,0305220027
百誼 優立菌活菌膠囊100P (10+1),0203040124
有機添加歐露兒櫻花4.3護髮膜280,0400030118
-明治優質兒童奶粉4號90,0200030143
艾荷荷芭潤澤護髮油50ml★,0400030115
有機添加歐露兒草本瞬效護髮膜28,0400030116
草本維它命蓬鬆洗髮精350ml★,0404020225
草本超涼薄荷迷迭香胺基酸洗髮 3,0404020223
舒妃七萃護色增亮洗髮膜400ml★,0400030111
高壓力護肘S★,0305220021
竹炭提花軟鐵護膝M★,0305210036
竹炭提花軟鐵護膝L**,0305210037
竹炭提花軟鐵護膝XL★,0305210038
竹炭提花軟鐵護膝XXL★,0305210039
立體工(1)J03★,0310010021
超薄防水OK繃-中8片38*38,0207010001
針筒20ml,0305080010
竹炭提花護肘L★,0305220019
竹炭提花護肘S★,0305220017
矽膠軟墊護肘 S-17,0305220016
優的元素,0203040112
【DC】杏利金貝骨素加強錠(90粒/,0202030208
日華護肘M★,0305220010
針筒10ml,0305080019
奈米竹碳雙側條開洞護膝 O-18 L,0305210024
奈米竹碳雙側條開洞護膝O-18XL,0305210025
網狀高透氣護膝 T-35 M,0305210028
立國 液體檸檬酸鈣膠,0202030215
金補體素900g/罐/12B/箱,0200190097
三多低蛋白方800g,0200190095
穩健均衡管灌配方56.3g/18包/盒/,0200190093
亞培葡勝納利樂包230ml/27B/箱,0200190091
亞培葡勝納嚴選配方24缶/箱(箱,0200190090
大王戲水用尿褲女-L*3片/12B,0302160032
針筒1ml,0305080007
針筒50ml,0305080004
針筒0.5ml/100B(不拆零),0305080005
針筒5ml,0305080002
滴管3cc,0305080001
針筒2.5ml,0305080009
展開式透氣護膝★,0305210055
高壓力護膝L★,0305210052
-200㏄良碘(30支入),0304090008
G+灌食空針60c.c.W/O(25支/盒),0305080031
-450CC良碘,0304090001
30㏄良碘(50支入),0304090007
這是什麼？(新版)Y10-17★,0310010008
炫麗紅軟鐵護膝M★,0305210058
炫麗紅軟鐵護膝S★,0305210057
全扣式竹炭護膝綁帶★,0305210056
霓淨思零粉刺暢通毛孔組,0401070280
霓淨思高密度導水修護組,0401070281
施巴抗乾敏滋潤浴露1000ml(限),0404010198
施巴潔膚露1000ml(限),0404010197
妙而舒妙而褲L52片(量販包),0302160027
富強牌矽質胃管12號/10條/盒,0305080038
好奇柔適好褲升級版女L25+2/6B2/,0302160022
黃鴨睡眠/冰敷兩用枕,0301000006
滿意寶寶褲型女用L36P/4B,0302160023
妙而舒妙兒褲(L)32P(改良版)/4B,0302160020
好奇柔適好褲升級版男L25+2/6B2/,0302160021
竹炭提花護膝L★,0305210042
-久仁黃藥水(小)60cc,0304090019
竹炭提花護膝XXL★,0305210044
竹炭提花護膝XL★,0305210043
-大王褲型紙尿褲(L)28片,0302160017
100㏄良碘(30支入),0304090011
天乾雙氧水60ML,0304090014
高壓力軟鐵護膝M★,0305210046
白蘭氏燕窩禮盒70g5入,0206080050
久仁黃藥水(大)500cc,0304090018
-久仁雙氧水(小)60cc,0304090017
小善存+鈣甜嚼錠(橘子)30`S/10+,0202020011
御品冰糖雪耳燕窩禮盒9入/3B★,0206080059
杏華助行器SK-7018（固定型）,0305090105
夏日情懷薰衣草沐浴乳2000ml★,0404010187
夏日情懷玫瑰精華沐浴乳2000ml★,0404010188
滿意寶寶褲型男用L36P/4B,0302160013
夏日情懷檀香沐浴乳 2000ml★,0404010182
杏華四腳拐大爪平K,0305190065
公雞溜滑梯147*88*110SL-14(4B17,0205140331
黃鴨多功能剪刀,0300140035
嫩白無瑕組(光采防曬乳50ml+杏仁,0401070269
愛力寶左旋維他命C蔓越梅60'S/12,0202020022
金碘藥水(120ml),0304090027
金碘藥水(30ml),0304090025
精氣合補人蔘靈芝禮盒8入+人參荼,0206080062
朴蜜兒安全指甲組HRA36308,0300140034
30C.C.天乾聖碘溶液/50B,0304090023
Hello Kitty芝麻蛋捲禮盒-經典 /,0206080064
近江兄弟白藥水70ml/3B,0304090020
培寶兩段式階梯學習馬桶,0305100008
朴蜜兒環保心型搖鈴(玉米塑料),0300210276
有機添加歐露兒頭皮活氧水50ml★,0400030121
有機添加歐露兒頭皮活氧護髮膜28,0400030120
炫麗紅軟鐵護膝XL★,0305210060
YH129鋁製助行器(R型),0305190051
YH119-1鋁合金輪椅(可折背),0305190054
諾鈣C20`s/12B,0202020036
桂格嬰兒胚牙米粉500g/12B,0200170101
潔美淨活膚霜200ml*2+潔膚凝露60,0401070271
潔美淨調理霜75ml+低敏防曬60ml/,0401070272
美白與保濕的極致經典組(煥白精,0401070273
春夏美白超強限定(玻尿酸美白精1,0401070274
摩戴舒-一般醫用面罩(?石型50片,0401070278
安素液涵纖237ml/24B(箱購1392,0200190009
,0302180309
施巴潔膚皂150gm(限),0402090006
-旅行家N95不織布口罩親,0306050191
Lorapseudo Sr F.C. Tablets 5/,AC57121100
贈品檔-優活抽取衛生紙,0600000231
益力康800g/12B,0200190003
益力壯900g/12B,0200190002
871膝關節-XL,0305210096
兒童防塵口罩50入藍色/盒/40B,0306050197
貫利醫用成人口罩50片/盒(限),0306050198
來店禮-霓煥白能量精華7ml★,0600000239
醫療防塵口罩50入藍色/盒/40B,0306050195
871膝關節-L,0305210095
旅行家N95活性碳口罩親子包 5入,0306050194
-旅行家N95不織布口罩婦,0306050189
尼古清戒菸口嚼錠2㎎/105片/盒\\,0306100012
尼古清戒菸口嚼錠4㎎/105片/盒,0306100011
尼古清口腔吸入劑10mg/18支,0306100018
贈品檔-媽媽好禮面膜,0600000221
來店禮,0600000223
贈品檔-超級敏素成人版(30粒入),0600000224
贈品檔-身得壯活力壯水解麥精700,0600000226
兒童防塵口罩5入/包/10包/盒,0306050183
贈品檔-身得壯活力好水解米精700,0600000227
Nootropil Film-Coated Tablets,B021165100
匠心醫用級三層醫用口罩5入/包(,0306050178
沙威隆沐浴乳蘆薈1000g,0404010138
菸友爽香煙沾劑,0306100007
幼幼彩色醫用平面口罩5入/10B,0306050170
成人彩色平面口罩5入/10B,0306050172
蹦米乓婦幼口罩(藍.綠)5入/包/40,0306050177
匠心醫用級四層活性碳口罩5入/ /,0306050176
,0200190017
益肺佳(香草)237ml/24B/(箱購219,0200190014
,0200190012
摩戴舒鑽石型兒童面罩(花紋)3片/,0306050162
摩戴舒鑽石型兒童專用面罩5片/ /,0306050161
摩戴舒鑽石型一般醫用面罩(L)5 /,0306050160
贈品檔-泡飲杯,0600000207
贈品檔-力強高優質蛋白營養素450,0600000202
摩戴舒鑽石型活性碳面罩(L)1片/,0306050163
日昇滅菌不織布紗布塊4*4 3片/24,0304010057
棉墊 4*6(2片裝)/包/220包/箱,0304010058
日昇滅菌不織布紗布塊2*2 10片/2,0304010055
日昇滅菌不織布紗布塊3*3 5片/24,0304010056
棉墊 5*8(2片裝)/包/220包/箱,0304010059
抽取式網狀繃帶2號手掌155cm,0304010050
抽取式網狀繃帶5號大腿125cm,0304010053
平面3層醫用口罩5入(女性.兒童)/,0306050157
環保媽媽平面3層醫用口罩5入/包/,0306050156
抽取式網狀繃帶6號頭部115cm,0304010054
抽取式網狀繃帶3號腳踝145cm,0304010051
抽取式網狀繃帶4號膝蓋135cm,0304010052
平面4層醫用活性碳口罩5入/包/10,0306050158
齒治靈全效牙齦護理牙膏120g,0306050154
CSD醫療防護口罩 鬆緊 綠/10B,0306050155
萊潔平面式耳掛口罩(幼兒用)/5,0306050151
沙威隆-潔身液1000ml/6B,0404090012
亞培NEW小安素強護配方1600g/6B,0200030188
亞培NEW小安素強護配方850g/12B,0200030187
抽取式網狀繃帶1號手指165cm,0304010049
亞培心美力兒童奶粉4號1700g,0200030183
亞培心美力兒童奶粉4號900g,0200030182
Meitifen Sustained Release F.,A044041100
防溢母乳墊(30入),0303020002
萊潔平面式耳掛口罩(成人用)/5 M,0306050149
CSD滅菌紗布塊4*4(10片/包)/50B,0304010040
佑康超薄產墊12片入,0303020005
滿意寶寶瞬潔乾爽XXL30P/包/4B(,0302050026
金好奇護膚乾爽紙尿褲PH5.5 XXL2,0302050027
三多奶蛋白P93 500g,0200190036
滴露潔身液750ml/12B,0404090001
金貝貝棉柔透氣紙尿褲XXL27+1/6B,0302050024
-幫寶適超薄乾爽系列XXL36片,0302050025
黃鴨奶嘴刷2入,0300080085
能恩4號優質兒童奶粉800g/6B/箱,0200030172
【DC】停-敏兒八珍-兒童奶粉900g,0200030171
黃鴨360度奶瓶刷,0300080086
史奴比造型奶瓶刷(直立式)/3B,0300080087
新金荷寶4號兒童營養強化奶粉1.8,0200030174
身得壯4強化兒童奶粉850g/12B,0200030173
S-26金學兒樂先進配方1600g/6B/,0200030176
,0302050017
敏兒八珍優益菌兒童奶粉1600g/6B,0200030178
新Nature1豐力富3-7y兒童奶粉1.5,0200030177
兒童不織布醫療三層口罩5入/包/1,0306050134
Nac海綿奶瓶刷,0300080081
培寶矽膠旋轉奶瓶刷,0300080082
優生嬰兒抗菌透氣手套(藍/粉)台,0306050138
ING醫用口罩5入/包/100B(藍.綠.,0306050131
優生綿羊印花紗布立體口罩兒童-,0306050132
噓噓樂巨無霸-XXL(28)/8B,0302050014
亞培健力體237ml/罐/24b/箱購149,0200190068
亞培管灌安素237ml8盎司/罐/(箱,0200190069
力強杏仁粉400G/罐/12B/箱,0200190066
活潑寶寶紙尿褲XXL號29P/4B(箱,0302050011
妙管家天然洗潔精1000g(1+1),0308010034
-美強生優童A+小朋友營配方)1700,0200030162
【DC】-停亞培小安素強護三重奶,0200030160
-亞培NEW小安素強護配方,0200030167
金可貝可兒童營養奶粉1800g(新,0200030164
滿意寶寶褲型M號38P/4B,0302180314
滿意寶寶褲型男用XXL19P/4B,0302180312
滿意寶寶褲型女用XXL19P/4B,0302180313
-亞培NEW小安素強護配方,0200030168
大王戲水用尿褲男-M*3片/12B,0302180316
旺仔米餅胡蘿蔔/11+1B,0205030436
補體素(原味)750g/12B,0200190051
旺仔雞肉蔬菜米餅/11+1B,0205030438
旺仔精純米餅/11+1B,0205030437
好奇柔適好褲升級版男XXL16+2/6B,0302180310
桂格MUST幼兒多力新一代小朋友,0200030170
天然木酢大師洗碗精-柑橘多酚100,0308010039
沖洗用生理食鹽水,0304150022
永豐生理食鹽水20ml/50支(不拆零,0304150024
身得壯活力強水解麥精700g/12B,0200140150
益兒壯黑棗麥精700mg/12B,0200140152
-身得壯活力壯水解麥精700g/12B,0200140151
桂格幼兒多力麥精/750g/12B,0200140154
傳佳知寶-?棄式乳墊120入,0303020028
敏兒八珍優益菌水解麥精700g/12,0200140153
貝親防溢乳墊30片 /33+3B,0303020027
滿意寶寶防溢母乳墊 68P/3B,0303020026
廣欣舒鼻淨生理海水噴霧器10+2B,0304150015
星捷舒鼻淨生理海水噴霧器(未滅,0304150014
黃鴨幼童牙刷18-36月,0300200282
廣欣止鼻鼾噴霧劑12+1B,0304150013
易舒透生理食鹽水500ml/30B/5T(3,0304150012
黃鴨網狀沐浴床,0300200284
黃鴨標準PES奶瓶140c,0300030375
培寶一般口徑奶瓶蓋/2B,0300030373
,0300000264
力強寶貝一般口型奶嘴6入/70B,0300000262
乳墊 34入裝/11+1B,0303020038
黃鴨圓型奶瓶螺牙蓋,0300200279
Cinopin Tablets 5Mg/5.000 MG/,A048994100
南光生理食鹽水(共同栓)500,0304150004
信東舒眼人工淚液20支入(不可退,0304150003
BestVite天然高濃縮蜂膠膠囊500M,0202080117
,0300020068
超級敏素成人版(30粒入)★,0202080115
包大人替換式紙尿片(28)*6,0302060097
艷陽雞蛋花護手霜 59ML,0402050108
清新白麝香護手霜 59ML,0402050107
過力敏60`S/盒/★,0202080113
"研缽組（3""）",0307130006
KB1250家用低電壓肩頸部碳纖維熱,0305110116
BestVite左旋麩醯胺酸粉末5000mg,0202080111
BestVite BCAA支鏈胺基酸粉末500,0202080110
【DC】停-芭弗莎林生理食鹽水20m,0304150007
輕鬆走棉洗棉褲5件/男L/3B,0307130009
玩具牙齒咬環R3/P13192,0300020074
【客訂】鳳梨精華素90顆/12+1B★,0202080108
黃鴨洗髮隔水浴帽,0301090030
玩具牙齒咬環R1/P13190,0300020072
玩具牙齒咬環R2/P13191,0300020073
黃鴨抗菌盒造型固齒器,0300020078
黃鴨保潔盒雙色造型固齒器,0300020076
黃鴨保潔盒雙色圈圈固齒器,0300020077
新銀寶善存50+ 100+30's/10B(剪,0202040300
【客訂】包大人全功能M號白色20,0302060089
培寶洗衣精促銷包(綠茶)2000ml*1,0308000085
KB12720八合一多部位熱敷墊★,0305110126
H&B新一代多功能冷熱敷墊M號,0305110125
復體能液態營養素12入禮盒組/6B,0200190210
黃鴨甜甜圈固齒器,0300020009
立得康鉻100單罐250ml/24B(限)(,0200190211
包大人全功能M號/20片/6B(彩包,0302060071
包大人全功能L號16片/6B(彩包可,0302060072
德國雅法克麩醯胺酸,0202080134
富寶樂左旋麩醯胺酸500gm★,0202080133
亞培安素香草8入禮盒237ml*8,0200190218
普萊爾活樂P元素60`S100b,0103050121
藻康富低GI 56g*20包/盒/10B,0200190215
亞培葡勝納嚴選配方8入禮盒組250,0200190220
培寶安全固齒器/2B,0300020018
安素優能基奶粉850G/12B/箱/36+1,0200190223
桂格完膳營養素(香草)6入禮盒,0200190225
利清爽成人替換式尿片(56042)48p,0302060061
第三代舒敏兒3g *20包*3入/300B(,0103050130
立迅熱水袋,0305110149
桂格完膳營養素液(糖尿病)6入禮,0200190226
"Magnesium Oxide Tablets ""King",A023521100
利清爽成人紙尿褲M號16P/6B/箱,0302060054
【DC】艾比熊抗菌造型奶瓶,0300030341
安親成人紙尿褲(漢方)M-L號16P+2,0302060056
安親成人紙尿褲(漢方)L-XL號13P+,0302060057
,0300020029
來復易整夜一片就安心紙尿片22 /,0302060058
Nac真珠嬰兒皂,0406030024
Nac牛奶燕麥-嬰兒皂,0406030023
喜羊羊洗澡海綿(藍.粉)/3B,0300070041
,0300070048
5002  幼兒洗髮帽,0300070042
立攝氏糖尿病配方草莓口味237ml/,0200190200
來復易復健成人紙尿褲(XL)7片/4,0302060048
來復易柔適安心紙尿片30片/6B,0302060046
威爾登冷熱敷墊中型(北極熊版)26,0305110161
復體能液態營養素6入禮盒組/5B,0200190209
力強寶貝寬口型奶嘴5入/70B,0300000288
立攝適腎臟透析適用配方237ml/24,0200190204
妙糖康液態營養素單罐(箱購24入1,0200190207
威爾登冷熱敷墊大型(北極熊版)26,0305110160
優生奶瓶消毒鍋(娃娃)贈矽晶奶,0300130029
培寶負離子奶瓶烘乾消毒鍋,0300130023
白樂汀酵素漱口水 473ML,0306020120
安安大尺寸看護墊6片60*90/包/12,0302060037
優兒力壯電解蘋果口味350ml/24B,0206020016
安安看護墊(特大)10片45*70/包/1,0302060036
幫寶適超薄M62片/4B,0302020146
滿意寶寶瞬潔乾爽M,0302020141
滿意寶寶極緻呵護M62片/4B,0302020142
3M4入隔音耳塞/3B,0307130059
來復易復健成人紙尿褲(L)9P/4B,0302060024
來復易輕薄活力褲(XL)7P/4B,0302060022
來復易輕薄活力褲(L)8P/6B,0302060021
來復易輕薄活力褲(M)9P/6B,0302060018
簡易尿袋(有切),0305100014
幫寶適超薄M10片(附20元折價券)/,0302020139
護膚乾爽PH5.5體驗包M6/30B,0302020137
來復易復健成人紙尿褲(M)10P/6B,0302060017
金好奇護膚乾爽紙尿褲PH5.5M58+,0302020133
活潑寶寶紙尿褲M52+2P/5B(箱購 1,0302020131
幫寶適-超薄乾爽M100片(量販包),0302020132
妙而舒頂級呵護M78片(量販包),0302020130
”Bd”Pen Needle”必帝”注射筆,NAN020031NBD
Tinten Tablets 500Mg/500.000,A040130100
歐樂B5效潔淨牙刷1入,0306000305
噓噓樂透氣輕柔-M56/6B,0302020127
歐樂B超細毛深層清潔牙刷40號3入,0306000307
桂格敏兒麥精(五種水果)700g/12,0200140103
滿意寶寶瞬潔乾爽M 9P/包/24B,0302020122
金貝貝棉柔透氣紙尿褲M52+4/4B,0302020123
桂格敏兒麥精(吻魚蔬菜)700g/12,0200140102
幫寶適特級綿柔M56片/4B,0302020124
桂格敏兒麥精(雞汁排骨)700g/12,0200140104
-幫寶適超薄M66片/4B,0302020125
桂格敏兒麥精(纖果順暢)700g/12,0200140101
杏笙便盆-粉紅色N-89 /20B,0305100022
【DC】牙籤刷WA-976,0307130073
卡通防水OK繃15片19*72,0207070001
-桂格幼兒多力麥精/850g,0200140116
滿意寶寶瞬潔乾爽M60/4B(箱購價1,0302020118
幫寶適-特級棉柔M84(量販包)/3,0302020116
金好奇極緻柔適紙尿褲M36+4/3B,0302020119
龜苓膏220g/3B,0205020051
隨意氣枕kp-102,0307130021
嬌生嬰兒洗髮精500ml,0406000048
,0302020101
嬌生嬰兒洗髮沐浴泡泡400ml,0406000040
狐無止汗體香露-花香3oz,0405010003
狐無止汗體香露-清香3oz,0405010002
美滿寶貝CBP蔬果麥精450g/12B,0200140130
IC105-BE洗澡兩用便器椅,0305100052
金優兒力壯黑棗蔬果麥精850g/12,0200140139
黃鴨長方身高圖兩用巾,0301070391
【DC】嬰兒植物精華洗髮精250ml,0406000070
O-Shine膠原蛋白清潔粒8'S★,0401050051
Nac真珠洗髮乳/400ml,0406000068
玩具奶嘴/60入/桶,0300000209
Nac牛奶燕麥洗髮乳/700ml,0406000066
Nac牛奶燕麥洗髮乳/400ml,0406000065
美口潔漱口水770mL/?,0306020119
佛蕾-蜂蜜橙花深層滋潤洗髮乳200,0406000062
【DC】停-新安妮麥精900g/12B(,0200140146
【DC】停-新力強寶貝幼兒水果麥2,0200140149
AROMASE寶寶溫和洗髮沐浴露350ml,0406080043
AROMASE寶貝溫和洗髮沐浴泡580ml,0406080044
佛蕾去角質凝露燕麥酵素250ml★,0401050044
Diovan Film-Coated Tablets 16,B023374100
Genesafe Tablets 200Mg (Mephe,AB427431G0
司衛妥保健漱口,0306020112
盼體香劑無香(綠)44ml(不可退換,0405010040
盼體香劑花香(紅)44ml(不可退換,0405010041
廠商折價卷(5元),0501000062
盼體香劑爽身粉香(藍)44ml(不可,0405010042
美的適-購來累積好康卡,0501000064
妮維雅止汗爽身乳液-嫩白滾珠50m,0405010043
透明噴槍頭-藍.紫.粉,0407040022
100cc噴頭空瓶,0407040020
修神易1000`s/瓶,0202010041
拜維佳維他命B群發泡錠-熱帶搖,0202010042
速佑寶BEX軟膠囊60'S,0202010040
QQ-軟糖-C 120GM(惠幼),0205010679
速佑寶BEX軟膠囊120'S,0202010044
渡邊維他命B12膜衣錠60`S,0202010060
【DC】蕊娜制汗爽身噴霧—沐浴,0405010057
妮維雅止汗(女)活力滾珠(白50ml/,0405010058
達濃露(滾珠)30ml/6+1B(03.13),0405010059
佳思美清體香(止汗制臭噴劑)45cc,0405010053
-培寶洗護五件組禮盒,0406080032
SB829 30cc扁瓶,0407040038
SB853 75cc壓瓶,0407040039
黃鴨水果造型圍兜,0301030191
Nonin Tablets 2Mg/2.000 MG/錠,A048068100
美可寶膠囊MECOVAL 0.5MG 100'S/,0202010056
除蟑?家補蟑屋2入 / 12入,0307040029
唯登-MKK-71,T000000166
多功能健康美容沐浴器KF-S6★,0407040047
新可愛兔旅行組紫★,0407040045
山芭樂茶單包/60B(一盒60包售120,0202150153
SB856 100cc壓瓶,0407040040
日本味王男用維他命B群加強錠120,0202010067
渡邊口健美5B糖衣錠120`S,0202010063
超級B群+C 50顆/3B★,0202010080
立得康頂纖250ml/24B(限)(箱購12,0200190191
立得康高鈣(香草)250ml/24B(限)(,0200190190
博智復體康全方位均衡營養品56g*,0200190195
3M克淋濕防水透氣繃大8片/3B,0307040035
撲蟑蟑螂形凝膠5g,0307040037
立攝氏糖尿病配方香草口味237ml/,0200190199
益富益葡寧糖尿病配方適用750g/1,0200190198
50CC針筒,0304060003
立攝適均康營養均衡配方香草237m,0200190197
5CC針筒,0304060006
復體能液態營養素250ml/24B(箱14,0200190196
0.5CC針筒,0304060009
金多多B錠60顆/30B★,0202010078
金撲蟑餌劑(R18)★,0307040033
愛斯B加強膜衣錠150`S/30+24B,0202010079
(家家)必安住除蟑螂6入,0307040034
山芭樂茶3.5g*24包/盒,0202150167
萊萃美B群100顆,0202010072
施巴嬰幼兒洗髮乳500ml(限),0406000038
培寶嬰兒洗髮精-綠茶300ml,0406000036
-樂力民膜衣錠Rolimin 1000顆,0202010075
黃鴨抗菌食物調理器,0300050007
【DC】停-新身得壯營養強化奶粉1,0200080120
愛美斯/12B,0200080121
毛巾布繡花圍兜(藍)(粉)/2B,0301030153
【DC】艾比熊莫哭餵藥器,0300050015
培寶奶嘴式餵藥器/2B,0300050012
德國百妮六胜?水合凝晶100ml★,0401010298
S&S 曬後蘆薈凍蜜/225ml/瓶/3B,0402040026
Hello Kitty牙刷,0306000337
TOMICA 0.5-3歲兒童牙刷,0306000339
【DC】停-滿意寶寶兒童系列晚安,0302040029
妮維雅止汗乳膏男滾珠50ml/2B,0405010067
妮維雅止汗乳膏清新滾珠50ml,0405010066
6-12歲兒童牙刷2入組,0306000342
TOMICA 3-6歲兒童牙刷,0306000340
1.5~5歲兒童牙刷2入組,0306000341
好玩的海灘Y31-1★,0205140233
富維康膜衣錠B/50'S/100B,0202010021
亞欣寶軟膠囊10'S/300B,0202010026
喜羊羊防水圍兜(藍.粉）/3B,0301030176
卡通紋身防水OK繃6片25*57,0207050001
喜羊羊立體圍兜(藍.粉）/3B,0301030178
高露潔牙刷/支/72B,0306000350
克補鐵100'S/10+2B(剪盒蓋有折,0202010033
克補鋅100'S/10+2B(剪盒蓋有折,0202010032
亞欣寶軟膠囊60'S/12B,0202010034
活泉-護孕葉酸膠囊90`S/24B,0202010030
日方活力康糖衣錠120`S,0202010037
拜維佳水溶性維生素發泡錠30錠/3,0202010036
修神易6`S/排*50排(ㄧ盒300,0202010039
嬌生美體主張潤白沐浴乳1000ml,0404010258
杜蕾斯保險套綜合裝6入,0303102026
嬌生美體主張香氛沐浴乳1000ml,0404010259
優生玻璃一般口徑大奶瓶L240ml(1,0300050040
糖飴 450g/罐,0200190148
人生渡邊元氣能量發泡錠,0202040246
冠必寧Cardionin 30顆/盒★,0203050134
甘蔗原素草本複方60顆/12+1B★,0203050135
健好 貝易爾康 膠囊,0203050137
(首善) 朝鮮薊複方維他命B群,0202040243
賽吉兒潔浴慕絲150ml,0404010241
貝斯美德ㄇ型自動肩部熱敷墊,0305110054
高基能好顧醇15錠(健)(廣)(限),0203050127
元氣強 24g × 30包/袋1活動買2,0200190138
賽吉兒男士專用沐浴拿鐵250ml,0404010240
立國高單位維他命-B50,0202040250
大象滑梯173*88*100SL-02A,0205140268
速力金初乳粉500g/罐/12B★,0200190134
亞培普寧腎(香草)237ml/24B/(箱,0200190130
藥聯 得力四效精粹綜合維他命(5+,0202040255
體適能均衡營養配方900g/罐/12B,0200190133
百強芝補好甘素900g/12B,0200190129
力強新活力元素低鈉配方900g/12,0200190127
力強新Q10多酚真心配方900g/12B,0200190128
Novomix 30 Penfill 3Ml 100U/M,K000768266
草本菁萃身體潔淨露250ml,0404010274
S&S 運動SPF50防曬乳液/60ml/瓶/,0402040052
R&R急速冰涼巾 /1入,0305110086
【P】多脈膠囊食品500mg 30'S★,0203050116
身體幻想清新白麝香沐浴乳354ml,0404010275
S&S 日用SPF50防曬乳液/60ml/瓶/,0402040050
貝親衛生夾/5B,0300110009
香蕉水槍20g/支/6B,0205010614
益生菌恐龍家族香Q軟糖100g/罐/2,0205010616
Aromase草本玫瑰胺基酸瞬間護髮,0400030063
,0205010617
美的適育兒補助金(300),0501000006
美的適育兒補助金(200),0501000007
美的適Ａ好康卡,0501000008
美的適VIP會員卡,0501000009
玻尿酸保濕眼霜15ml★,0401030091
京都念慈菴複方川貝枇杷膏 198g,0202040263
育兒補助卡折扣(40),0501000004
奇力Q10軟膠囊 60`S/12B,0203050113
循克滴劑(複方)60ml(一盒2支售20,0203050114
身得壯固本GI美膳900g/罐/12B(,0200190120
日本Hello Kitty退熱貼片(薄荷,0305110090
亞培安素高鈣6入禮盒組237ml*6,0200190125
亞培安素高鈣237ml(箱購1500元)/,0200190124
益康能補體營養素900g/12B,0200190119
循利寧Cerenin 100ml/支/6B/盒,0203050108
嬌生PH5.5沐浴乳 1000ml2合1,0404010265
循利寧Cerenin 100顆/盒,0203050107
杏仁酸全淨化沐浴露500ml★,0404010266
Baraclude Tablets 0.5Mg/0.500,B024469100
沙威隆沐浴乳薰衣草1000g,0404010262
Nolvadex Tablets 10Mg/10.000,B022154100
廠商折價卷(50元),0501000019
雙魚子晶潤眼霜 15ml(多1,0401030086
廠商折價卷(30元),0501000017
超補B+鐵,0202040270
廠商折價卷(40元),0501000018
超補B+鋅,0202040271
水果QQ糖罐220g/3B,0205010600
紅蜻蜓巧克力罐180g/3B,0205010601
廠商折價卷(20元),0501000016
美的適育兒補助金(100),0501000014
貓頭鷹滑梯(短)+鞦韆182*135*124,0205140280
博世特益木發泡飲20顆/組,0202040276
Coaprovel 150Mg/12.5Mg Film-C,B023266100
藻康富均衡低GI特殊營養品/12B,0200190111
亞培健力體900g/罐/12+1B,0200190110
小白兔滑梯+鞦韆160*170*111SL-0,0205140283
藻康富均衡營養品(高纖)3kg/包/4,0200190113
藻康富均衡營養品(綠藻)1kg/包/1,0200190112
佑康彩包看護墊  60*70 (10片/ ),0302070008
應元美斯可 (甲鈷胺明) B12,0202010085
維體康 100',0202010088
開胃寶貝QQ軟糖100g/200B,0205010635
利清爽成人看護墊10P/12B/箱,0302070006
ACE水果Q軟糖量販包240克/包,0205010636
蘇菲超薄護墊-加長型花香28片/36,0302110030
佑康彩包看護墊  40*70 (10片/ ),0302070007
ACE聰明Q軟糖量販包240克/包,0205010637
凱蒂貓3D杏桃沐浴露押400ml,0404010213
健康太好維他命益生菌雙層錠60顆,0202040207
凱蒂貓花系列3D沐浴露300ml(紙,0404010217
立得康高鈣250ml/24B(限)(箱購13,0200190189
三多增稠配方216g,0200190188
廠商折價卷(100元),0501000020
貝比斯特-牛奶鈣片60g/6B★,0205010632
寶寶好康卡折扣金(50),0501000024
兩用桌椅105*77*57FU-01(12+1),0205140297
育兒補助卡(600),0501000027
體適能活力胺基酸優鈣強化配方42,0200190181
俏麗孕媽咪好康卡(600),0501000026
Happy GO點折抵(1元/3點),0501000029
貝比斯特-魚肝油軟糖60g/6B★,0205010630
寶齡昇髮密碼養髮液Minoxidil5%(,0202010096
貝比斯特-葡萄籽軟糖60g/6B★,0205010628
